"country","iso_code","year","gdp","population","electricity_generation","per_capita_electricity","biofuel_electricity","coal_electricity","gas_electricity","oil_electricity","hydro_electricity","nuclear_electricity","solar_electricity","wind_electricity","other_renewable_exc_biofuel_electricity","coal_production","gas_production","oil_production","biofuel_consumption","coal_consumption","gas_consumption","oil_consumption","hydro_consumption","nuclear_consumption","primary_energy_consumption","solar_consumption","wind_consumption","biofuel_share_elec","coal_share_elec","gas_share_elec","oil_share_elec","hydro_share_elec","nuclear_share_elec","solar_share_elec","wind_share_elec","energy_cons_change_pct","energy_cons_change_twh","energy_per_gdp","energy_per_capita"
"Mexico","MEX",2008,1570000000000,110815000,247.079,2229.656,0.708,19.209,118.146,53.537,38.786,9.359,0.009,0.269,7.056,80.505,472.306,1821.741,1.036,117.545,599.966,1118.794,103.541,25.88,1988.331,0.05,0.673,0.287,7.774,47.817,21.668,15.698,3.788,0.004,0.109,2.1,40.892,1.266,17942.795
"Mexico","MEX",2009,1480000000000,112464000,245.447,2182.447,0.631,26.602,124.831,49.48,26.446,10.108,0.012,0.596,6.74,70.741,525.831,1702.935,1.124,119.747,651.689,1080.896,70.104,27.549,1972.542,0.071,1.565,0.257,10.838,50.859,20.159,10.775,4.118,0.005,0.243,-0.794,-15.788,1.333,17539.323
"Mexico","MEX",2010,1590000000000,114093000,261.151,2288.933,0.776,30.45,135.155,44.825,36.79,5.592,0.031,1.237,6.294,85.136,511.779,1690.585,1.174,148.119,660.446,1085.587,96.884,15.329,2030.266,0.081,3.231,0.297,11.66,51.754,17.165,14.088,2.141,0.012,0.474,2.926,57.723,1.277,17794.833
"Mexico","MEX",2011,1720000000000,115695000,286.478,2476.146,0.731,33.198,149.091,50.35,35.928,9.313,0.041,1.634,6.192,108.967,520.99,1678.022,1.086,171.327,708.085,1103.684,93.994,26.146,2127.791,0.106,4.272,0.255,11.588,52.043,17.575,12.541,3.251,0.014,0.57,4.804,97.525,1.237,18391.381
"Mexico","MEX",2012,1740000000000,117274000,290.897,2480.491,1.17,33.575,150.689,56.217,31.587,8.412,0.069,3.667,5.511,86.335,508.502,1670.344,1.255,149.266,736.538,1121.5,82.194,22.588,2140.435,0.178,9.5,0.402,11.542,51.802,19.325,10.858,2.892,0.024,1.261,0.594,12.644,1.23,18251.57
"Mexico","MEX",2013,1770000000000,118827000,281.548,2369.392,1.322,29.852,155.668,45.57,27.722,11.377,0.106,4.168,5.762,83.299,524.881,1646.987,1.255,148.227,777.951,1090.415,71.741,30.211,2149.532,0.271,10.713,0.47,10.603,55.29,16.186,9.846,4.041,0.038,1.48,0.425,9.097,1.214,18089.592
"Mexico","MEX",2014,1810000000000,120355000,286.083,2376.994,1.43,31.473,162.162,30.882,38.549,9.312,0.221,6.351,5.702,84.369,512.998,1591.858,1.942,147.939,788.485,1041.057,98.979,24.628,2138.108,0.562,16.354,0.5,11.001,56.684,10.795,13.475,3.255,0.077,2.22,-0.531,-11.424,1.181,17765.011
"Mexico","MEX",2015,1860000000000,121858000,294.393,2415.868,1.369,31.761,175.135,29.641,30.614,11.185,0.239,8.453,5.995,79.913,479.47,1480.593,2.06,147.651,807.83,1029.095,78.148,29.287,2135.641,0.622,22.123,0.465,10.789,59.49,10.069,10.399,3.799,0.081,2.871,-0.115,-2.467,1.148,17525.65
"Mexico","MEX",2016,1880000000000,123333000,302.9,2455.956,1.534,32.34,180.498,32.292,29.744,10.272,0.464,9.935,5.822,70.601,436.515,1409.016,2.185,144.633,830.301,1036.564,77.198,26.574,2162.618,0.634,26.099,0.506,10.677,59.59,10.661,9.82,3.391,0.153,3.28,1.263,26.978,1.15,17534.79
"Morocco","MAR",2000,133000000000,28794000,12.131,421.308,0,8.91,0,2.446,0.711,0,0,0.064,0,0,0,0,0,31.227,0.442,83.483,1.994,0,117.323,0,0.178,0,73.446,0,20.166,5.861,0,0,0.528,-0.863,-1.021,0.882,4074.575
"Morocco","MAR",2001,135000000000,29126000,14.199,487.498,0,10.302,0,2.829,0.862,0,0,0.206,0,0,0,0,0,39.693,0.437,83.637,2.38,0,126.715,0,0.568,0,72.557,0,19.922,6.071,0,0,1.451,8.005,9.392,0.939,4350.593
"Morocco","MAR",2002,134000000000,29455000,15.162,514.766,0,11.083,0,3.043,0.842,0,0,0.194,0,0,0,0,0,39.472,0.529,87.036,2.309,0,129.878,0,0.532,0,73.097,0,20.07,5.553,0,0.001,1.279,2.496,3.163,0.969,4409.376
"Morocco","MAR",2003,139000000000,29783000,16.487,553.561,0,12.038,0,2.804,1.441,0,0,0.203,0,0,0,0,0,38.06,0.507,87.084,3.928,0,130.132,0,0.553,0,73.018,0,17.009,8.74,0,0.001,1.231,0.195,0.254,0.936,4369.333
"Morocco","MAR",2004,138000000000,30115000,17.497,580.994,0,12.738,0,2.967,1.592,0,0,0.199,0,0,0,0,0,42.101,0.65,100.616,4.308,0,148.213,0,0.538,0,72.804,0,16.959,9.099,0,0.001,1.137,13.894,18.081,1.074,4921.561
"Morocco","MAR",2005,137000000000,30456000,18.778,616.546,0,14.277,0,3.326,0.969,0,0,0.206,0,0,0,0,0,44.148,4.252,109.334,2.595,0,160.884,0,0.555,0,76.031,0,17.711,5.16,0,0.001,1.097,8.55,12.672,1.174,5282.52
"Morocco","MAR",2006,151000000000,30805000,19.265,625.391,0,13.189,1.833,3.072,0.988,0,0,0.183,0,0,0,0,0,44.892,5.277,110.873,2.626,0,164.158,0,0.49,0,68.46,9.514,15.947,5.128,0,0.001,0.95,2.035,3.274,1.087,5328.944
"Morocco","MAR",2007,163000000000,31164000,19.338,620.536,0,13.232,1.839,3.082,0.906,0,0,0.279,0,0,0,0,0,37.596,5.953,115.917,2.396,0,162.603,0,0.741,0,68.424,9.509,15.939,4.685,0,0.001,1.443,-0.947,-1.555,0.998,5217.657
"Morocco","MAR",2008,185000000000,31537000,19.639,622.738,0,13.427,1.866,3.128,0.92,0,0,0.298,0,0,0,0,0,42.616,5.879,127.784,2.417,0,179.483,0,0.787,0,68.369,9.502,15.926,4.684,0,0.001,1.517,10.381,16.88,0.97,5691.192
"Morocco","MAR",2009,199000000000,31929000,20.028,627.27,0,12.461,1.732,2.903,2.542,0,0,0.391,0,0,0,0,0,31.47,6.458,129.122,6.738,0,174.814,0,1.026,0,62.216,8.647,14.493,12.692,0,0,1.952,-2.601,-4.669,0.878,5475.095
"Morocco","MAR",2010,215000000000,32343000,22.464,694.568,0,11.631,3.553,3.189,3.433,0,0,0.659,0,0,0,0,0,32.415,6.975,143.619,9.042,0,193.769,0,1.718,0,51.774,15.815,14.195,15.282,0,0,2.934,10.843,18.955,0.901,5991.063
"Morocco","MAR",2011,238000000000,32782000,23.646,721.299,0,11.263,6.619,3.088,1.986,0,0,0.69,0,0,0,0,0,34.626,8.829,153.239,5.197,0,203.685,0,1.794,0,47.632,27.991,13.06,8.399,0,0,2.918,5.117,9.916,0.856,6213.307
"Morocco","MAR",2012,244000000000,33242000,25.825,776.892,0.005,12.61,7.41,3.457,1.615,0,0,0.728,0,0,0,0,0,35.171,11.808,154.191,4.201,0,207.245,0,1.875,0.019,48.827,28.694,13.387,6.254,0,0,2.819,1.748,3.561,0.849,6234.444
"Morocco","MAR",2013,251000000000,33716000,25.356,752.057,0.005,11.407,6.704,3.128,2.757,0,0,1.356,0,0,0,0,0,34.902,11.449,155.963,7.13,0,212.555,0,3.11,0.02,44.988,26.437,12.335,10.873,0,0,5.348,2.562,5.309,0.847,6304.272
"Morocco","MAR",2014,249000000000,34192000,26.224,766.961,0.005,12.18,7.158,3.34,1.621,0,0,1.92,0,0,0,0,0,46.953,11.096,148.585,4.167,0,215.697,0,4.896,0.021,46.447,27.295,12.735,6.181,0,0,7.322,1.478,3.142,0.866,6308.411
"Morocco","MAR",2015,260000000000,34664000,27.998,807.695,0.005,12.676,7.449,3.476,1.866,0,0.005,2.52,0,0,0,0,0,51.697,11.298,145.225,4.769,0,219.376,0.014,6.373,0.019,45.277,26.607,12.414,6.665,0,0.018,9.001,1.706,3.679,0.844,6328.655
"Morocco","MAR",2016,264000000000,35126000,28.884,822.307,0.012,13.014,7.648,3.568,1.242,0,0.401,3,0,0,0,0,0,49.816,11.482,148.719,3.158,0,221.729,1.01,7.545,0.041,45.055,26.477,12.353,4.3,0,1.388,10.386,1.072,2.352,0.84,6312.383
"Netherlands","NLD",2000,636000000000,15926000,89.383,5612.397,1.992,24.276,51.522,6.688,0.142,3.926,0.008,0.829,0,0,613.612,0,0,90.278,409.917,486.183,0.396,10.887,1005.576,0.021,2.303,2.228,27.16,57.642,7.482,0.159,4.392,0.009,0.928,1.3,12.901,1.581,63140.547
"Netherlands","NLD",2001,642000000000,16018000,93.421,5832.277,2.348,25.481,53.771,6.891,0.117,3.976,0.012,0.825,0,0,646.473,0,0,96.111,418.195,509.719,0.324,10.963,1044.132,0.036,2.277,2.513,27.275,57.557,7.376,0.126,4.256,0.012,0.884,3.834,38.556,1.626,65184.944
"Netherlands","NLD",2002,650000000000,16110000,95.755,5943.825,2.902,25.992,55.28,6.593,0.11,3.915,0.016,0.947,0,0,635.195,0,0,96.667,413.973,512.051,0.301,10.731,1044.333,0.047,2.594,3.03,27.144,57.731,6.885,0.115,4.089,0.017,0.989,0.019,0.2,1.607,64825.115
"Netherlands","NLD",2003,638000000000,16201000,96.597,5962.386,2.545,26.571,55.02,7.026,0.072,4.018,0.025,1.32,0,0,607.167,0,0,100,416.834,512.809,0.196,10.946,1051.4,0.084,3.591,2.634,27.507,56.959,7.273,0.075,4.16,0.026,1.366,0.677,7.067,1.648,64897.233
"Netherlands","NLD",2004,651000000000,16287000,101.011,6201.921,3.308,24.947,59.987,6.948,0.095,3.822,0.034,1.871,0,0,716.167,0,0,98.611,426.778,536.422,0.259,10.346,1086.561,0.09,5.054,3.274,24.697,59.387,6.878,0.094,3.784,0.033,1.852,3.344,35.161,1.669,66713.38
"Netherlands","NLD",2005,694000000000,16367000,99.661,6089.115,5.257,23.5,57.599,7.118,0.088,3.997,0.035,2.067,0,0,653.334,0,0,94.167,414.556,569.423,0.237,10.753,1108.981,0.092,5.56,5.275,23.58,57.795,7.142,0.088,4.011,0.036,2.074,2.063,22.42,1.598,67757.136
"Netherlands","NLD",2006,729000000000,16440000,98.685,6002.745,5.173,23.737,57.142,6.287,0.106,3.469,0.037,2.734,0,0,645.028,0,0.477,89.722,398.084,567.073,0.281,9.274,1086.196,0.094,7.308,5.242,24.053,57.903,6.371,0.107,3.515,0.037,2.771,-2.055,-22.785,1.49,66070.332
"Netherlands","NLD",2007,778000000000,16507000,104.989,6360.29,4,24.917,61.01,7.28,0.107,4.2,0.038,3.438,0,0,620.028,0,3.854,97.778,388.056,583.521,0.284,11.157,1104.569,0.095,9.13,3.81,23.733,58.111,6.934,0.102,4,0.036,3.275,1.691,18.372,1.42,66915.166
"Netherlands","NLD",2008,781000000000,16568000,107.404,6482.615,5.129,23.483,63.359,6.862,0.102,4.169,0.04,4.26,0,0,709.084,0,3.368,92.5,403.889,554.877,0.264,11.005,1090.664,0.103,11.241,4.776,21.864,58.991,6.389,0.095,3.882,0.037,3.966,-1.259,-13.905,1.396,65829.55
"Netherlands","NLD",2009,749000000000,16626000,113.559,6830.236,6.111,24.278,68.872,5.326,0.098,4.248,0.045,4.581,0,0,655.001,0,4.408,87.222,413.584,530.078,0.255,11.145,1074.866,0.117,12.024,5.382,21.379,60.648,4.69,0.086,3.741,0.04,4.034,-1.449,-15.798,1.435,64649.683
"Netherlands","NLD",2010,738000000000,16683000,119.115,7139.92,7.043,22.588,75.333,6.029,0.105,3.969,0.056,3.993,0,0,752.667,0,2.735,87.778,467.584,539.93,0.272,10.349,1137.616,0.155,10.411,5.912,18.963,63.244,5.061,0.088,3.332,0.047,3.352,5.838,62.751,1.541,68190.147
"Netherlands","NLD",2011,744000000000,16738000,113.813,6799.688,7.059,21.39,69.475,6.487,0.057,4.141,0.104,5.1,0,0,694.973,0,3.82,86.583,409.278,546.457,0.148,10.731,1088.851,0.26,13.217,6.202,18.794,61.043,5.7,0.05,3.638,0.092,4.481,-4.287,-48.765,1.464,65052.642
"Netherlands","NLD",2012,761000000000,16792000,103.088,6139.114,7.204,24.212,56.564,5.916,0.104,3.915,0.191,4.982,0,0,684.028,0,3.963,95.139,392.834,518.872,0.269,10.083,1053.201,0.654,12.832,6.988,23.487,54.87,5.739,0.101,3.798,0.185,4.833,-3.274,-35.651,1.384,62720.376
"Netherlands","NLD",2013,817000000000,16844000,101.507,6026.314,5.954,24.614,56.07,5.826,0.114,2.891,0.41,5.627,0,0,724.056,0,3.786,95.195,391.111,493.015,0.293,7.401,1021.773,1.321,14.407,5.866,24.249,55.237,5.74,0.113,2.848,0.404,5.544,-2.984,-31.428,1.251,60660.94
"Netherlands","NLD",2014,805000000000,16893000,103.212,6109.771,5.013,29.485,51.522,6.467,0.112,4.091,0.725,5.797,0,0,603.862,0,4.432,105.306,344.722,470.392,0.285,10.412,965.058,1.997,14.754,4.857,28.567,49.918,6.266,0.109,3.964,0.703,5.617,-5.551,-56.715,1.199,57127.701
"Netherlands","NLD",2015,821000000000,16938000,110.23,6507.853,4.934,39.375,47.273,5.82,0.093,4.077,1.109,7.55,0,0,458.723,0,3.806,128.083,340.806,459.196,0.235,10.316,976.851,2.837,19.099,4.476,35.721,42.886,5.28,0.084,3.699,1.006,6.849,1.222,11.793,1.19,57672.171
"Netherlands","NLD",2016,839000000000,16981000,115.074,6776.649,4.905,36.72,53.896,5.721,0.1,3.96,1.602,8.17,0,0,442.861,0,3.053,118.695,351.528,473.862,0.252,9.959,994.152,3.922,20.547,4.262,31.91,46.836,4.972,0.087,3.441,1.392,7.1,1.771,17.3,1.185,58544.933
"New Zealand","NZL",2000,98350137344,3859000,38.332,9933.123,0.587,9.606,0.845,0,24.189,0,0,0.12,2.985,25.375,0,0,0,12.86,58.778,75.617,67.875,0,225.129,0,0.334,1.531,25.059,2.205,0,63.104,0,0,0.313,4.32,9.324,2.289,58338.667
"New Zealand","NZL",2001,101000000000,3908000,38.489,9848.705,0.494,12.416,1.093,0,21.462,0,0,0.139,2.885,28.83,0,0,0,15.927,62.017,76.169,59.834,0,223.452,0,0.384,1.283,32.259,2.839,0,55.762,0,0,0.361,-0.745,-1.677,2.212,57177.998
"New Zealand","NZL",2002,105000000000,3963000,39.681,10012.854,0.389,10.628,0.935,0,24.667,0,0,0.155,2.907,33.145,0,0,0,15.919,59.208,78.675,68.2,0,231.136,0,0.426,0.98,26.783,2.357,0,62.163,0,0,0.391,3.439,7.685,2.201,58323.529
"New Zealand","NZL",2003,107000000000,4022000,39.708,9872.81,0.395,11.902,1.047,0,23.384,0,0,0.146,2.834,37.635,0,0,0,22.974,44.671,83.491,64.357,0,224.363,0,0.399,0.995,29.974,2.638,0,58.889,0,0,0.368,-2.93,-6.773,2.097,55784.04
"New Zealand","NZL",2004,108000000000,4080000,41.518,10175.887,0.467,10.258,0.903,0,26.657,0,0,0.361,2.872,38.05,0,0,0,23.739,40.761,83.619,73.739,0,231.537,0,0.979,1.125,24.707,2.174,0,64.206,0,0,0.87,3.197,7.173,2.144,56749.15
"New Zealand","NZL",2005,110000000000,4135000,41.813,10111.932,0.503,11.895,2.474,0,23.092,0,0,0.614,3.235,38.731,0,0,0,26.427,37.607,85.91,62.748,0,224.107,0,1.653,1.203,28.448,5.917,0,55.227,0,0,1.468,-3.209,-7.43,2.037,54197.493
"New Zealand","NZL",2006,112000000000,4186000,42.437,10137.907,0.553,11.993,2.494,0,23.336,0,0,0.622,3.439,41.676,0,0,0,26.022,38.195,86.751,63.01,0,226.035,0,1.663,1.303,28.26,5.878,0,54.989,0,0,1.466,0.861,1.929,2.018,53997.912
"New Zealand","NZL",2007,121000000000,4233000,42.61,10066.076,0.565,11.676,2.429,0,23.403,0,0,0.929,3.608,34.673,0,0,0,19.721,42.214,87.557,62.795,0,225.62,0.009,2.47,1.326,27.402,5.7,0,54.924,0,0,2.18,-0.184,-0.415,1.865,53300.273
"New Zealand","NZL",2008,122000000000,4278000,42.672,9974.764,0.564,7.289,7.391,0,22.112,0,0,1.057,4.26,34.736,0,0,0,24.472,39.115,88.334,58.991,0,226.226,0.009,2.794,1.322,17.08,17.319,0,51.818,0,0,2.477,0.269,0.606,1.854,52881.352
"New Zealand","NZL",2009,127000000000,4323000,42.474,9825.057,0.597,5.712,5.792,0,23.979,0,0,1.476,4.918,32.314,0,0,0,18.819,40.218,84.913,63.533,0,225.616,0.009,3.873,1.406,13.448,13.636,0,56.456,0,0,3.475,-0.27,-0.611,1.777,52189.596
"New Zealand","NZL",2010,133000000000,4370000,43.537,9962.654,0.578,5.587,5.665,0,24.479,0,0.004,1.621,5.603,38.578,0,0,0,16.072,44.068,84.957,64.471,0,230.622,0.01,4.269,1.328,12.832,13.012,0,56.226,0,0.009,3.723,2.219,5.006,1.734,52773.918
"New Zealand","NZL",2011,138000000000,4419000,43.165,9768.056,0.607,4.931,5.001,0,24.86,0,0.004,1.938,5.824,35.606,0,0,0,16.27,40.216,87.448,65.073,0,231.453,0.011,5.072,1.406,11.425,11.585,0,57.593,0,0.009,4.49,0.36,0.831,1.677,52376.782
"New Zealand","NZL",2012,138000000000,4468000,42.916,9605.116,0.611,5.031,5.102,1.56,22.668,0,0.005,2.058,5.881,35.329,0,0,0,20.272,44.647,86.052,58.976,0,232.776,0.012,5.356,1.424,11.724,11.888,3.634,52.82,0,0.012,4.795,0.572,1.323,1.687,52098.469
"New Zealand","NZL",2013,144000000000,4519000,41.972,9287.789,0.606,4.493,4.556,1.393,22.799,0,0.007,2.002,6.116,33.528,0,0,0,17.878,46.827,86.734,58.96,0,233.523,0.018,5.176,1.444,10.705,10.855,3.318,54.32,0,0.017,4.77,0.321,0.747,1.622,51675.785
"New Zealand","NZL",2014,148000000000,4568000,42.317,9263.809,0.625,3.653,3.704,1.132,24.075,0,0.018,2.189,6.92,28.697,0,0,0,16.51,52.166,88.405,61.887,0,244.658,0.047,5.627,1.477,8.633,8.754,2.676,56.892,0,0.043,5.173,4.768,11.135,1.653,53559.134
"New Zealand","NZL",2015,153000000000,4615000,42.986,9314.319,0.634,3.542,3.592,1.098,24.285,0,0.036,2.34,7.459,23.706,0,0,0,16.673,48.658,92.209,62.055,0,247.011,0.092,5.981,1.475,8.24,8.355,2.554,56.496,0,0.084,5.444,0.962,2.353,1.614,53523.525
"New Zealand","NZL",2016,159000000000,4659000,42.559,9134.784,0.633,2.764,2.803,0.857,25.663,0,0.056,2.307,7.476,19.881,0,0,0,13.796,47.974,94.278,65.19,0,248.493,0.142,5.861,1.487,6.495,6.586,2.013,60.3,0,0.132,5.421,0.6,1.482,1.563,53336.116
"Norway","NOR",2000,245000000000,4499000,141.001,31340.627,0.286,0,0.274,0,140.4,0,0.01,0.031,0,0,494.225,1856.782,0,11.545,42.368,106.32,393.939,0,554.982,0.015,0.084,0.203,0,0.195,0,99.573,0,0.007,0.022,10.572,53.065,2.265,123356.72
"Norway","NOR",2001,245000000000,4523000,119.949,26519.881,0.332,0,0.322,0,119.258,0,0.01,0.027,0,0,536.313,1875.717,0,10.288,39.263,120.641,332.447,0,503.437,0.015,0.079,0.277,0,0.269,0,99.424,0,0.008,0.023,-9.288,-51.545,2.055,111306.045
"Norway","NOR",2002,244000000000,4546000,128.811,28334.98,0.316,0,0.332,0,128.078,0,0.01,0.075,0,0,651.02,1824.538,0,8.922,41.903,116.792,354.73,0,523.154,0.015,0.107,0.245,0,0.258,0,99.431,0,0.008,0.058,3.916,19.717,2.144,115080.117
"Norway","NOR",2003,255000000000,4570000,105.512,23088.053,0.427,0,0.432,0,104.425,0,0.01,0.218,0,0,724.128,1778.247,0,8.712,45.148,120.559,287.366,0,463.299,0.017,0.599,0.405,0,0.41,0,98.969,0,0.009,0.207,-11.441,-59.855,1.817,101378.312
"Norway","NOR",2004,276000000000,4598000,108.882,23680.191,0.449,0,0.478,0,107.693,0,0.01,0.252,0,0,785.851,1741.585,0,9.836,47.741,117.993,294.471,0,471.732,0.017,0.703,0.412,0,0.439,0,98.908,0,0.009,0.231,1.82,8.434,1.709,102595.126
"Norway","NOR",2005,328000000000,4632000,135.72,29300.561,0.382,0,0.498,0,134.331,0,0.01,0.499,0,0,851.988,1604.639,0,8.399,43.699,117.615,364.984,0,536.974,0.017,1.364,0.281,0,0.367,0,98.976,0,0.007,0.368,13.83,65.241,1.637,115926.929
"Norway","NOR",2006,348000000000,4673000,119.879,25653.495,0.449,0,0.599,0,118.175,0,0.02,0.636,0,0,880.034,1493.363,0,7.205,43.055,120.291,319.068,0,492.395,0.019,1.7,0.375,0,0.499,0,98.579,0,0.017,0.531,-8.302,-44.578,1.415,105370.294
"Norway","NOR",2007,352000000000,4719000,134.564,28515.33,0.453,0,0.88,0,132.319,0,0.02,0.892,0,0,896.326,1372.35,0,7.923,41.755,119.564,355.024,0,528,0.019,2.369,0.337,0,0.654,0,98.332,0,0.015,0.663,7.231,35.604,1.5,111888.058
"Norway","NOR",2008,391000000000,4771000,139.621,29264.439,0.464,0,0.57,0,137.654,0,0.02,0.913,0,0,993.596,1326.248,0,8.165,42.949,117.875,367.042,0,540.421,0.02,2.41,0.332,0,0.408,0,98.591,0,0.014,0.654,2.353,12.422,1.382,113272.157
"Norway","NOR",2009,339000000000,4827000,129.409,26809.463,0.282,0,4.1,0,124.03,0,0.02,0.977,0,0,1036.008,1255.924,0,6.5,41.031,119.021,328.675,0,499.492,0.02,2.563,0.218,0,3.168,0,95.843,0,0.015,0.755,-7.574,-40.93,1.473,103478.749
"Norway","NOR",2010,355000000000,4886000,122.327,25036.255,0.442,0,4.729,0,116.257,0,0.02,0.879,0,0,1064.46,1142.588,0,8.861,40.814,123.954,304.41,0,482.599,0.021,2.292,0.361,0,3.866,0,95.038,0,0.016,0.719,-3.382,-16.893,1.359,98771.881
"Norway","NOR",2011,399000000000,4948000,125.474,25358.618,0.419,0,3.972,0,119.78,0,0.02,1.283,0,0,1005.069,1081.895,0,9.833,40.198,120.473,311.73,0,487.818,0.022,3.325,0.334,0,3.166,0,95.462,0,0.016,1.023,1.081,5.219,1.223,98589.015
"Norway","NOR",2012,411000000000,5014000,145.842,29086.937,0.44,0,2.665,0,141.189,0,0,1.548,0,0,1138.623,1008.584,0,9.528,40.018,119.271,365.083,0,540.428,0.023,3.987,0.302,0,1.827,0,96.81,0,0,1.061,10.785,52.61,1.315,107783.802
"Norway","NOR",2013,406000000000,5079000,132.512,26090.12,0.6,0,2.48,0,127.551,0,0,1.881,0,0,1079.303,961.059,0,9.028,39.741,121.481,328.105,0,505.728,0.025,4.816,0.453,0,1.871,0,96.256,0,0,1.419,-6.421,-34.7,1.246,99572.271
"Norway","NOR",2014,390000000000,5142000,140.147,27255.305,0.468,0,2.62,0,134.844,0,0,2.215,0,0,1080.079,984.629,0,9.889,43.014,114.031,344.68,0,519.396,0.03,5.642,0.334,0,1.869,0,96.216,0,0,1.58,2.703,13.669,1.332,101010.521
"Norway","NOR",2015,396000000000,5200000,142.256,27356.85,0.474,0,2.607,0,136.662,0,0,2.513,0,0,1162.385,1015.584,0,8.863,45.096,116.134,347.342,0,526.141,0.034,6.362,0.333,0,1.832,0,96.068,0,0,1.767,1.299,6.745,1.329,101181.008
"Norway","NOR",2016,400000000000,5251000,147.394,28069.785,0.425,0,2.609,0,142.244,0,0,2.116,0,0,1158.906,1046.696,0,9.1,43.724,110.832,358.152,0,531.732,0.06,5.321,0.288,0,1.77,0,96.506,0,0,1.436,1.063,5.591,1.329,101263.059
"Oman","OMN",2000,41063723008,2268000,8.564,3776.014,0,0,8.564,0,0,0,0,0,0,0,103.211,546.01,0,0.003,76.679,37.845,0,0,114.527,0,0,0,0,100,0,0,0,0,0,38.851,32.045,2.789,50496.891
"Oman","OMN",2001,44382195712,2295000,9.153,3988.235,0,0,9.153,0,0,0,0,0,0,0,154.247,544.507,0,0.002,84.276,42.208,0,0,126.486,0,0,0,0,100,0,0,0,0,0,10.442,11.959,2.85,55113.658
"Oman","OMN",2002,46212362240,2335000,9.711,4158.887,0,0,9.711,0,0,0,0,0,0,0,166.441,511.025,0,0.004,88.282,49.36,0,0,137.646,0,0,0,0,100,0,0,0,0,0,8.823,11.16,2.979,58949.086
"Oman","OMN",2003,53275885568,2386000,10.071,4220.872,0,0,10.071,0,0,0,0,0,0,0,183.355,467.055,0,0,95.246,47.334,0,0,142.58,0,0,0,0,100,0,0,0,0,0,3.585,4.934,2.676,59756.953
"Oman","OMN",2004,66722304000,2446000,10.809,4419.052,0,0,10.809,0,0,0,0,0,0,0,186.576,446.21,0,0.009,86.197,46.237,0,0,132.443,0,0,0,0,100,0,0,0,0,0,-7.11,-10.137,1.985,54146.679
"Oman","OMN",2005,73114116096,2511000,11.889,4734.767,0,0,11.889,0,0,0,0,0,0,0,208.494,441.215,0,0.004,107.783,51.54,0,0,159.327,0,0,0,0,100,0,0,0,0,0,20.298,26.884,2.179,63451.439
"Oman","OMN",2006,97566883840,2581000,13.258,5136.769,0,0,13.258,0,0,0,0,0,0,0,242.915,420.086,0,0.036,120.358,53.673,0,0,174.066,0,0,0,0,100,0,0,0,0,0,9.251,14.74,1.784,67441.436
"Oman","OMN",2007,109000000000,2657000,13.317,5012.036,0,0,13.317,0,0,0,0,0,0,0,246.065,404.506,0,0.008,121.769,51.768,0,0,173.545,0,0,0,0,100,0,0,0,0,0,-0.3,-0.521,1.592,65316.124
"Oman","OMN",2008,131000000000,2751000,14.879,5408.673,0,0,14.879,0,0,0,0,0,0,0,241.363,430.435,0,0.014,133.611,70.157,0,0,203.783,0,0,0,0,100,0,0,0,0,0,17.424,30.238,1.556,74075.833
"Oman","OMN",2009,112000000000,2876000,16.754,5825.32,0,0,16.754,0,0,0,0,0,0,0,239.14,460.493,0,0.016,137.176,66.969,0,0,204.161,0,0,0,0,100,0,0,0,0,0,0.186,0.378,1.823,70987.832
"Oman","OMN",2010,125000000000,3041000,18.63,6126.228,0,0,18.63,0,0,0,0,0,0,0,256.978,490.008,0,0.345,162.995,76.536,0,0,239.875,0,0,0,0,100,0,0,0,0,0,17.493,35.714,1.919,78880.424
"Oman","OMN",2011,140000000000,3251000,20.562,6324.688,0,0,20.562,0,0,0,0,0,0,0,271.279,501.753,0,0.118,181.137,80.798,0,0,262.053,0,0,0,0,100,0,0,0,0,0,9.245,22.177,1.872,80606.8
"Oman","OMN",2012,154000000000,3498000,23.516,6722.693,0,0,23.516,0,0,0,0,0,0,0,283.22,522.497,0,0.359,196.871,87.655,0,0,284.885,0,0,0,0,100,0,0,0,0,0,8.713,22.832,1.85,81442.269
"Oman","OMN",2013,160000000000,3765000,24.667,6551.554,0,0,24.666,0,0,0,0.001,0,0,0,307.859,535.066,0,0.522,216.755,101.058,0,0,318.339,0.003,0,0,0,99.996,0,0,0,0.004,0,11.743,33.454,1.99,84552.107
"Oman","OMN",2014,156000000000,4027000,27.381,6799.434,0,0,27.38,0,0,0,0.001,0,0,0,293.491,536.654,0,0.416,212.578,103.925,0,0,316.922,0.003,0,0,0,99.996,0,0,0,0.004,0,-0.445,-1.416,2.032,78699.333
"Oman","OMN",2015,163000000000,4267000,30.797,7217.371,0,0,30.793,0,0,0,0.004,0,0,0,307.471,557.693,0,0.572,229.707,104.521,0,0,334.81,0.009,0,0,0,99.987,0,0,0,0.013,0,5.644,17.888,2.054,78464.9
"Oman","OMN",2016,168000000000,4479000,32.178,7184.264,0,0,32.174,0,0,0,0.004,0,0,0,314.775,572.616,0,0.641,228.405,107.012,0,0,336.067,0.009,0,0,0,99.988,0,0,0,0.012,0,0.376,1.258,2,75031.772
